Airline,Departure_Airport,Arrival_Airport,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Route,route_avg_passengers,route_avg_purchase_lead,route_avg_length_of_stay,route_prop_extra_baggage,route_prop_preferred_seat,route_prop_in_flight_meals,route_booking_conversion_rate,Departure_Month,Departure_DayOfWeek,Departure_Hour,Is_Weekend,Route_Freq
3,3,5,143,2,1109,573.3,21,1,2,0,3,0,0,0,8.1,6.0,63,0,0,1,29,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,5,21,1,0.0156
2,1,1,248,2,1462,307.94,42,0,1,1,3,1,2,3,5.8,1.0,90,0,1,1,9,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,0,4,0,0.015
1,7,4,166,2,1023,331.05,56,0,0,0,1,0,0,0,6.8,7.0,31,0,0,0,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,0,19,0,0.0172
0,5,5,216,1,499,282.58,29,1,2,2,3,3,3,1,6.9,24.0,18,0,0,0,45,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,0,21,0,0.0161
3,2,1,38,2,1336,348.32,57,0,2,3,1,0,0,3,7.9,1.0,119,0,0,2,17,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,5,2,1,0.0153
1,2,5,139,2,1564,366.29,25,1,2,1,3,0,1,1,7.2,7.0,47,0,0,0,21,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,4,17,0,0.0173
0,4,0,134,2,940,171.08,40,1,2,0,1,0,1,2,7.2,20.0,15,0,0,1,32,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,0,16,0,0.0133
3,2,6,245,2,1159,413.53,34,1,2,1,1,1,0,0,6.6,13.0,106,0,0,1,22,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,1,16,0,0.016
4,3,4,119,2,479,288.59,33,1,2,0,3,1,3,3,6.8,1.0,59,0,0,0,28,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,3,22,0,0.0161
4,7,4,147,2,1156,429.73,19,1,2,0,1,1,3,3,5.1,0.0,119,0,0,1,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,2,15,0,0.0172
1,1,0,164,1,1200,392.86,21,0,2,3,1,1,1,0,7.6,15.0,110,1,0,1,8,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,5,13,1,0.0162
4,3,5,182,1,1011,292.12,20,0,0,3,0,2,1,0,7.1,19.0,76,0,0,1,29,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,3,4,0,0.0156
3,1,3,154,2,1039,246.06,60,0,1,2,1,2,3,2,5.6,1.0,97,0,0,1,11,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,3,4,0,0.0152
2,3,2,60,2,1077,454.56,74,1,2,0,1,1,0,1,5.9,4.0,15,0,0,2,26,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,0,22,0,0.0148
2,4,7,149,2,1650,178.63,57,1,0,1,0,2,1,1,4.9,5.0,113,0,0,1,39,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,6,9,1,0.0155
2,4,2,79,0,884,266.68,58,0,2,3,0,0,2,3,6.3,5.0,85,0,0,2,34,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,3,9,0,0.0173
4,4,0,193,2,1217,414.21,28,0,2,3,1,0,1,2,6.1,2.0,5,0,0,0,32,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,1,6,0,0.0133
3,5,0,246,2,776,319.56,40,1,1,3,1,1,0,3,7.2,23.0,86,0,0,0,40,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,6,13,1,0.0143
0,1,0,231,1,1766,376.44,41,1,0,1,1,0,1,0,9.8,0.0,102,1,0,2,8,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,5,21,1,0.0162
4,0,4,334,2,1383,520.82,48,1,1,3,1,1,3,3,5.7,13.0,31,0,0,0,4,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,5,3,1,0.0151
1,7,2,194,1,796,266.2,62,0,2,3,3,1,1,0,7.7,17.0,15,0,0,0,58,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,3,15,0,0.0158
4,6,0,294,2,2075,334.51,33,1,2,1,3,0,1,3,7.8,27.0,64,0,0,1,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,1,20,0,0.015
1,5,4,155,2,1372,232.75,20,1,1,0,1,0,1,1,10.0,7.0,43,0,1,0,44,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,3,6,0,0.0165
0,1,4,221,2,861,174.99,25,0,2,2,0,0,0,1,8.7,5.0,10,0,0,2,12,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,1,21,0,0.0167
0,5,4,221,2,1724,543.06,25,1,2,0,1,2,2,2,8.9,3.0,42,0,0,0,44,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,5,16,1,0.0165
0,1,0,157,2,1398,356.18,62,1,0,0,3,1,3,1,7.8,6.0,46,0,0,0,8,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,2,16,0,0.0162
1,7,6,174,2,1086,477.27,21,1,0,0,1,1,1,3,6.2,7.0,13,0,1,0,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,3,7,0,0.0157
1,1,5,264,2,1638,323.78,38,0,2,0,0,0,3,3,7.8,0.0,61,0,0,2,13,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,2,4,0,0.014
2,5,7,132,2,1076,342.35,65,0,2,3,0,1,1,1,6.4,12.0,63,1,0,2,47,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,3,6,0,0.0171
2,5,6,220,2,1376,386.2,38,1,0,2,1,0,2,0,8.7,11.0,33,0,0,1,46,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,3,10,0,0.016
4,0,6,208,1,1081,370.84,33,0,2,1,3,3,3,1,6.4,3.0,71,0,0,2,6,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,0,16,0,0.0155
4,6,2,72,2,797,411.83,71,1,1,2,0,1,2,3,6.1,16.0,108,0,0,0,50,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,2,13,0,0.0155
4,7,6,212,2,1340,395.1,56,0,1,3,1,0,2,0,7.1,3.0,68,1,0,1,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,0,9,0,0.0157
0,7,7,151,2,924,262.78,41,0,1,2,1,0,1,3,7.9,11.0,85,0,0,0,63,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,3,15,0,0.0153
1,6,4,170,2,1102,388.9,52,1,2,1,2,1,1,3,8.1,1.0,30,1,0,1,52,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,2,1,0,0.0156
4,2,1,126,2,626,343.53,31,0,1,1,1,1,1,1,4.5,2.0,36,0,0,1,17,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,1,11,0,0.0153
0,7,1,238,2,892,293.43,41,0,2,3,1,0,1,0,6.3,1.0,58,0,0,0,57,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,0,20,0,0.015
4,7,0,309,2,943,350.25,61,1,0,3,1,0,1,3,7.2,3.0,43,0,0,0,56,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,4,1,0,0.0152
2,2,1,288,2,1353,425.92,60,1,2,1,1,1,1,0,5.7,6.0,52,0,0,0,17,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,5,20,1,0.0153
0,7,6,269,1,433,315.5,51,1,2,0,1,0,2,0,7.1,2.0,118,0,0,0,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,3,22,0,0.0157
2,7,4,188,2,1549,362.99,33,0,1,3,1,0,3,0,6.8,2.0,106,0,0,2,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,4,3,0,0.0172
1,6,0,185,2,1462,426.27,57,1,2,1,1,1,1,2,7.0,14.0,79,0,0,1,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,4,19,0,0.015
2,7,0,216,2,999,343.85,35,1,1,0,3,0,1,1,8.6,5.0,63,0,0,1,56,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,3,21,0,0.0152
0,2,4,226,1,1371,395.19,26,0,2,0,1,2,3,0,4.7,6.0,65,0,0,0,20,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,1,5,0,0.0153
4,7,7,139,1,1477,346.08,69,1,2,0,2,0,3,3,7.7,13.0,48,0,0,0,63,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,3,20,0,0.0153
3,5,3,225,2,1257,377.56,18,1,2,1,1,0,3,1,5.1,11.0,3,0,0,0,43,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,4,22,0,0.0136
4,5,4,140,2,1506,361.34,67,1,1,3,1,0,1,3,6.8,0.0,1,0,0,1,44,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,1,18,0,0.0165
4,7,2,124,2,1514,260.44,28,0,1,2,1,3,3,1,7.2,2.0,61,0,0,1,58,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,3,12,0,0.0158
2,5,3,167,0,1120,394.68,54,0,0,0,1,2,1,0,8.5,3.0,25,0,0,0,43,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,6,4,1,0.0136
2,7,6,204,2,1238,295.51,47,1,1,3,1,1,1,1,8.3,0.0,75,0,1,0,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,3,16,0,0.0157
4,1,6,321,2,1407,482.14,38,1,1,0,0,2,1,1,6.7,4.0,67,0,0,2,14,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,5,1,1,0.0161
0,1,6,141,2,1623,402.63,71,1,1,1,1,0,1,0,7.1,12.0,54,0,0,2,14,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,4,23,0,0.0161
0,1,2,186,2,1635,242.15,59,1,1,1,0,0,1,3,3.7,34.0,29,0,0,0,10,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,5,8,1,0.0162
2,2,1,65,2,740,289.51,31,1,0,0,1,1,1,0,10.0,6.0,18,0,0,2,17,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,3,18,0,0.0153
0,6,0,47,2,931,482.65,66,1,2,0,0,2,1,0,7.2,22.0,33,0,0,2,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,5,3,1,0.015
0,6,0,168,2,1354,77.12,58,1,1,0,0,2,3,2,6.7,7.0,40,0,0,2,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,2,7,0,0.015
3,6,4,184,2,1507,288.27,23,0,2,0,1,1,0,2,5.4,10.0,77,0,0,2,52,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,5,14,1,0.0156
1,7,6,131,2,1192,383.85,30,1,1,0,0,3,1,1,8.1,32.0,58,0,0,2,62,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,5,22,1,0.0157
0,0,1,217,2,1748,270.36,19,0,1,3,1,0,3,0,7.5,1.0,114,0,1,2,1,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,3,16,0,0.0156
2,3,7,209,2,578,162.12,61,0,1,0,3,3,0,2,8.8,3.0,15,0,1,1,31,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,0,15,0,0.016
4,6,1,189,2,1311,258.28,44,1,2,2,1,0,1,3,4.5,17.0,110,0,1,1,49,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,3,19,0,0.015
0,4,5,131,2,1406,324.81,33,0,0,0,3,2,1,1,5.2,14.0,113,0,0,2,37,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,1,8,0,0.0162
0,1,3,138,2,1400,271.25,43,0,1,3,1,1,0,1,10.0,9.0,78,0,0,1,11,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,0,0,0,0.0152
1,2,5,237,2,1694,440.13,46,0,2,1,1,1,2,0,8.1,7.0,73,0,0,2,21,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,0,4,0,0.0173
1,7,1,187,2,1159,279.07,60,0,2,2,1,2,1,3,6.5,3.0,18,0,0,2,57,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,6,1,1,0.015
0,5,7,87,2,876,220.67,44,1,0,0,0,1,3,2,5.8,18.0,49,0,0,1,47,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,0,3,0,0.0171
0,0,0,235,2,1219,306.53,65,1,1,0,1,1,2,1,7.5,15.0,56,0,0,0,0,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,4,17,0,0.0135
2,2,3,208,2,809,296.68,50,0,0,1,1,0,0,0,7.7,1.0,58,0,0,2,19,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,0,13,0,0.0155
1,3,6,227,1,1281,340.66,43,0,2,3,1,0,1,3,6.4,12.0,65,0,0,0,30,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,6,2,1,0.015
0,4,3,202,2,1278,487.56,79,1,2,3,1,2,0,3,5.9,7.0,84,0,0,0,35,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,6,8,1,0.0191
3,6,7,183,1,1397,247.53,32,0,2,1,1,2,1,1,6.5,0.0,38,0,0,2,55,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,3,4,0,0.0155
0,1,7,184,2,1666,325.15,36,0,0,1,1,0,3,2,7.2,7.0,24,0,0,2,15,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,1,19,0,0.0169
2,4,2,224,2,1230,332.69,75,0,1,3,3,1,2,3,6.7,2.0,66,0,1,1,34,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,0,0,0,0.0173
4,6,0,201,2,1604,329.65,68,1,1,0,1,0,1,1,6.8,5.0,46,0,0,0,48,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,5,11,1,0.015
3,1,3,194,2,1043,268.75,46,1,1,2,1,1,2,2,9.6,22.0,111,0,1,1,11,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,8,0,20,0,0.0152
1,5,4,173,0,1338,314.21,61,1,2,2,1,2,1,1,7.1,11.0,93,0,0,0,44,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,4,12,0,0.0165
3,2,5,156,2,1114,415.62,62,0,1,0,3,2,1,3,5.5,1.0,95,0,0,2,21,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,0,9,0,0.0173
1,0,5,159,2,1382,416.35,41,1,2,3,3,1,1,0,10.0,6.0,93,0,0,1,5,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,4,5,0,0.0169
3,2,0,140,0,1085,395.86,50,1,1,3,1,0,1,1,7.3,7.0,97,0,0,1,16,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,4,2,0,0.0141
3,7,5,176,2,1714,158.69,53,1,2,1,3,2,3,2,7.3,20.0,12,0,0,2,61,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,6,17,1,0.0155
0,0,6,275,2,1220,507.2,70,1,2,1,1,2,2,2,6.0,15.0,15,0,0,2,6,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,3,18,0,0.0155
3,5,2,207,2,989,456.23,49,0,2,3,1,1,1,3,7.5,0.0,19,0,0,0,42,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,5,6,1,0.0142
0,0,7,225,0,1623,275.61,77,1,1,0,3,0,0,3,8.7,16.0,109,0,0,2,7,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,2,3,0,0.016
0,1,1,120,2,1005,469.11,43,0,0,2,1,0,1,1,10.0,6.0,30,0,0,0,9,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,2,19,0,0.015
4,1,2,226,1,1129,363.91,78,0,2,1,2,1,1,3,7.5,5.0,82,1,0,2,10,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,1,8,0,0.0162
4,0,2,230,2,1199,275.55,30,1,1,1,2,0,0,3,5.9,1.0,81,0,0,2,2,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,1,7,0,0.0162
4,6,5,199,1,913,363.72,79,1,1,0,1,2,0,2,7.7,0.0,95,0,0,2,53,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,1,3,0,0.0166
0,3,5,123,2,1292,317.1,61,0,2,1,1,1,1,3,7.3,11.0,25,0,0,1,29,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,0,17,0,0.0156
3,2,6,178,2,980,319.99,18,1,2,2,1,1,1,0,8.8,1.0,81,0,0,2,22,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,6,10,1,0.016
3,1,2,181,2,1117,472.69,44,1,0,0,2,2,1,1,10.0,8.0,31,0,0,1,10,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,12,0,7,0,0.0162
1,7,3,109,2,1068,297.0,68,1,2,0,1,0,1,3,5.0,4.0,19,0,0,2,59,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,4,20,0,0.015
0,3,1,151,2,1395,372.13,56,0,2,2,1,2,1,2,8.3,2.0,90,0,1,1,25,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,4,10,0,0.0172
2,2,0,173,2,1421,208.93,75,0,2,0,1,1,2,1,6.7,6.0,41,0,1,2,16,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,6,10,1,0.0141
2,3,7,208,2,1211,208.12,20,0,1,0,1,2,1,2,7.9,3.0,50,0,0,0,31,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,1,16,0,0.016
1,4,4,76,2,1507,371.0,41,0,0,1,1,0,3,2,6.8,3.0,96,0,0,0,36,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,3,18,0,0.0156
1,1,5,277,2,606,266.83,29,0,0,3,1,1,1,2,7.8,47.0,17,0,0,1,13,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,4,20,0,0.014
0,6,2,225,2,782,356.19,62,0,2,1,3,0,1,2,9.4,1.0,111,0,1,0,50,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,1,12,0,0.0155
1,5,1,225,0,1680,312.4,33,0,2,1,1,3,3,0,4.8,4.0,113,0,0,0,41,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,6,18,1,0.0152
2,3,5,153,2,1723,338.74,64,0,2,0,3,0,1,2,6.4,16.0,54,0,0,2,29,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,3,1,21,0,0.0156
3,7,4,130,2,1113,215.93,78,1,2,1,3,1,1,2,6.8,1.0,101,0,0,1,60,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,3,13,0,0.0172
2,7,7,148,2,1341,498.45,66,1,2,0,0,2,2,0,4.1,38.0,111,0,0,1,63,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,5,21,1,0.0153
2,0,4,8,2,808,317.16,24,1,0,2,3,0,3,2,8.0,1.0,80,0,1,2,4,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,2,11,0,0.0151
1,6,7,69,1,1058,146.92,61,1,0,1,1,2,3,1,6.8,8.0,85,0,1,0,55,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,5,4,11,0,0.0155
4,7,7,294,2,783,237.63,55,1,2,0,3,1,3,1,6.3,2.0,83,0,0,1,63,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,7,1,0,0,0.0153
4,1,7,219,2,922,336.52,61,1,1,0,1,1,1,0,6.6,24.0,108,0,0,0,15,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,4,0,13,0,0.0169
0,0,7,256,2,1120,308.5,51,1,2,2,1,1,1,0,7.1,8.0,39,0,0,1,7,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,6,2,16,0,0.016
3,4,4,186,2,1418,439.88,57,0,1,3,1,0,1,0,8.5,0.0,56,0,0,1,36,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,1,14,0,0.0156
4,2,6,106,2,1230,332.76,19,1,1,0,1,2,2,0,6.7,12.0,54,0,0,2,22,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,10,1,17,0,0.016
2,4,3,172,2,1292,294.0,40,1,1,3,1,0,1,3,6.1,9.0,117,0,0,2,35,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,3,1,0,0.0191
2,3,5,93,0,1039,346.11,65,1,2,3,1,1,0,3,7.8,3.0,118,0,0,0,29,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,1,1,3,0,0.0156
4,4,6,240,2,731,251.34,75,0,2,3,1,1,3,2,5.5,2.0,26,0,1,0,38,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,0,15,0,0.0155
4,7,3,76,2,937,328.01,29,1,1,0,1,1,1,2,7.6,4.0,13,0,0,2,59,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,9,1,7,0,0.015
1,3,7,186,0,1541,339.57,23,0,2,1,1,1,1,3,9.1,27.0,110,0,0,0,31,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,11,5,15,1,0.016
0,4,6,181,2,1259,352.5,61,0,2,3,3,0,1,1,8.0,1.0,88,0,1,0,38,1.5,74.83333333333333,19.282608695652176,0.6666666666666666,0.2564102564102564,0.4090909090909091,0.1052631578947368,2,4,14,0,0.0155
